Product,State,zip3,length
Credit card or prepaid card,DC,200,2094
Student loan,WA,982,192
Mortgage,OK,0,341
Credit card or prepaid card,CA,941,445
Credit card or prepaid card,MA,21,766
Student loan,MN,0,1187
Student loan,FL,328,689
Student loan,CA,941,1298
Mortgage,CO,0,437
Credit card or prepaid card,TX,784,198
Credit card or prepaid card,GA,301,987
Mortgage,MO,630,1570
Credit card or prepaid card,MA,10,1890
Credit card or prepaid card,CA,912,1320
Credit card or prepaid card,CA,954,980
Vehicle loan or lease,FL,327,1510
Mortgage,OH,441,1129
Mortgage,NJ,0,972
Mortgage,CA,926,1348
Mortgage,GA,0,674
Student loan,OH,0,1099
Mortgage,IL,606,1113
Student loan,GA,312,2702
Mortgage,NY,112,3836
Student loan,VA,236,624
Mortgage,PA,180,946
Credit card or prepaid card,VA,222,660
Mortgage,PA,190,346
Student loan,MT,0,1744
Credit card or prepaid card,NJ,0,273
Mortgage,NJ,0,2204
Mortgage,TX,794,1277
Mortgage,TX,0,845
Mortgage,SC,0,1436
Student loan,TX,774,3044
Credit card or prepaid card,GA,300,1604
Credit card or prepaid card,CA,917,430
Mortgage,GA,302,1057
Student loan,WI,532,710
Mortgage,IL,600,253
Mortgage,NC,0,714
Credit card or prepaid card,NC,270,410
Student loan,WA,982,1061
Student loan,NC,276,3515
Credit card or prepaid card,NJ,887,525
Credit card or prepaid card,NJ,87,1379
Mortgage,CA,945,1409
Credit card or prepaid card,NY,117,1165
Mortgage,FL,329,3336
Credit card or prepaid card,NY,0,864
Mortgage,NJ,87,557
Mortgage,WA,986,303
Credit card or prepaid card,CA,951,633
Vehicle loan or lease,AZ,852,1411
Mortgage,FL,329,769
Student loan,VA,223,355
Mortgage,NY,107,1662
Credit card or prepaid card,IL,604,1750
Mortgage,FL,331,1307
Credit card or prepaid card,OK,0,1544
Student loan,SC,296,1824
Mortgage,NC,283,339
Student loan,CA,900,470
Student loan,TN,0,374
Mortgage,IL,604,1366
Credit card or prepaid card,UT,0,1510
Credit card or prepaid card,PA,0,1557
Mortgage,MA,0,535
Credit card or prepaid card,CO,802,533
Mortgage,GA,300,2215
Vehicle loan or lease,CA,902,292
Student loan,NY,117,2186
Credit card or prepaid card,VA,201,400
Mortgage,TX,782,580
Credit card or prepaid card,PA,191,1753
Mortgage,FL,0,924
Mortgage,CA,928,640
Credit card or prepaid card,CA,941,874
Credit card or prepaid card,AL,0,614
Credit card or prepaid card,PA,0,4602
Mortgage,FL,330,1244
Credit card or prepaid card,VA,236,549
Credit card or prepaid card,WA,982,2011
Student loan,PA,0,1081
Credit card or prepaid card,NY,124,1216
Mortgage,MD,207,1219
Mortgage,ME,0,1438
Student loan,CA,902,5197
Mortgage,NJ,0,1097
Credit card or prepaid card,FL,0,2482
Mortgage,FL,327,3999
Student loan,TX,750,280
Mortgage,AL,351,385
Credit card or prepaid card,TN,379,1220
Credit card or prepaid card,CT,0,996
Credit card or prepaid card,FL,322,265
Credit card or prepaid card,NY,113,2431
Student loan,None,0,1994
Mortgage,CA,921,1507
Credit card or prepaid card,None,0,525
Mortgage,FL,0,5293
Mortgage,CA,949,900
Mortgage,NJ,720,5346
Student loan,CA,0,1644
Vehicle loan or lease,IL,610,145
Vehicle loan or lease,TX,774,614
Mortgage,MD,207,2343
Credit card or prepaid card,IN,468,143
Credit card or prepaid card,TX,786,1437
Student loan,KS,0,686
Mortgage,TN,0,1605
Mortgage,FL,336,516
Credit card or prepaid card,SC,292,2323
Credit card or prepaid card,FL,347,1946
Mortgage,TX,0,13720
Mortgage,GA,300,67
Credit card or prepaid card,MD,0,710
Mortgage,GA,300,817
Credit card or prepaid card,NY,112,413
Credit card or prepaid card,NC,278,376
Mortgage,FL,0,2353
Credit card or prepaid card,NY,0,1472
Credit card or prepaid card,KY,0,951
Student loan,SD,571,257
Mortgage,VA,201,1182
Credit card or prepaid card,PA,0,1357
Student loan,VA,233,315
Credit card or prepaid card,FL,328,790
Mortgage,CA,944,949
Credit card or prepaid card,PA,180,2650
Mortgage,CA,935,385
Mortgage,TX,761,1779
Credit card or prepaid card,MN,551,898
Mortgage,MO,0,2855
Mortgage,FL,0,1471
Mortgage,NJ,80,3824
Credit card or prepaid card,WA,0,2909
Student loan,AZ,852,795
Credit card or prepaid card,MA,0,791
Credit card or prepaid card,AZ,852,2058
Student loan,UT,0,423
Credit card or prepaid card,NJ,0,1025
Credit card or prepaid card,DC,200,145
Credit card or prepaid card,FL,328,788
Mortgage,CT,671,1252
Credit card or prepaid card,NJ,80,118
Credit card or prepaid card,NY,114,1272
Mortgage,AZ,851,3299
Mortgage,CA,0,2127
Mortgage,MO,0,2278
Mortgage,NM,880,1341
Vehicle loan or lease,IL,0,311
Mortgage,FL,328,707
Vehicle loan or lease,PA,190,81
Mortgage,GA,301,802
Credit card or prepaid card,ND,0,1792
Mortgage,CA,919,2135
Student loan,SD,571,499
Credit card or prepaid card,CA,941,4999
Mortgage,PA,190,2424
Credit card or prepaid card,CA,921,67
Vehicle loan or lease,NY,112,525
Credit card or prepaid card,FL,322,235
Credit card or prepaid card,NV,890,1521
Credit card or prepaid card,CA,956,117
Vehicle loan or lease,CA,917,857
Credit card or prepaid card,CA,955,787
Credit card or prepaid card,IL,607,287
Credit card or prepaid card,DE,197,290
Credit card or prepaid card,MO,631,3447
Credit card or prepaid card,MN,554,895
Vehicle loan or lease,VA,201,1009
Mortgage,PA,0,2278
Credit card or prepaid card,NC,277,823
Mortgage,NJ,79,3083
Mortgage,GA,300,1407
Credit card or prepaid card,WI,532,169
Mortgage,OR,970,1874
Vehicle loan or lease,CA,914,2982
Mortgage,CA,0,2484
Mortgage,GA,306,2359
Student loan,DC,200,1059
Credit card or prepaid card,PA,174,308
Student loan,TX,0,1363
Mortgage,MN,0,929
Student loan,NY,142,4402
Mortgage,TX,774,1445
Credit card or prepaid card,TX,750,685
Credit card or prepaid card,MS,0,635
Mortgage,WA,984,253
Mortgage,GA,300,3510
Mortgage,NC,0,639
Credit card or prepaid card,TX,787,680
Mortgage,VA,238,1052
Mortgage,PR,926,1639
Credit card or prepaid card,FL,327,618
Credit card or prepaid card,MO,0,3300
Vehicle loan or lease,OH,441,4611
Credit card or prepaid card,TX,750,195
Mortgage,MD,207,520
Vehicle loan or lease,GA,300,8887
Vehicle loan or lease,VA,0,396
Credit card or prepaid card,FL,324,633
Credit card or prepaid card,PA,152,566
Mortgage,VA,201,3403
Mortgage,CA,925,1322
Credit card or prepaid card,GA,312,418
Credit card or prepaid card,CA,912,810
Student loan,PA,0,1262
Mortgage,CA,0,740
Credit card or prepaid card,NC,0,862
Credit card or prepaid card,PA,156,807
Credit card or prepaid card,CA,0,963
Credit card or prepaid card,IL,603,288
Credit card or prepaid card,TX,770,1916
Mortgage,NC,282,1205
Vehicle loan or lease,OH,441,934
Student loan,IN,462,574
Credit card or prepaid card,CA,0,1804
Mortgage,MS,0,862
Vehicle loan or lease,MD,207,1227
Mortgage,CA,913,3166
Credit card or prepaid card,NY,0,664
Mortgage,GA,300,10010
Mortgage,IL,606,369
Student loan,NY,0,198
Mortgage,NC,284,300
Credit card or prepaid card,PA,193,1035
Credit card or prepaid card,NY,109,720
Student loan,MS,0,682
Credit card or prepaid card,CA,945,742
Mortgage,TX,750,788
Mortgage,GA,301,1725
Credit card or prepaid card,IN,0,684
Mortgage,PA,190,2184
Vehicle loan or lease,OR,974,2979
Mortgage,TN,381,332
Mortgage,CA,928,732
Mortgage,WA,982,2424
Student loan,GA,306,1697
Credit card or prepaid card,MO,630,106
Vehicle loan or lease,MI,480,663
Credit card or prepaid card,IL,604,4964
Mortgage,WA,984,351
Student loan,NH,33,4267
Credit card or prepaid card,NY,0,217
Vehicle loan or lease,TX,786,605
Student loan,MI,0,597
Student loan,NY,112,573
Mortgage,PA,190,173
Mortgage,TX,750,2359
Credit card or prepaid card,LA,708,3427
Mortgage,MO,630,251
Credit card or prepaid card,OH,432,277
Student loan,KY,403,282
Mortgage,TX,785,6144
Vehicle loan or lease,TX,750,583
Student loan,VA,235,948
Student loan,CA,946,1298
Student loan,CT,67,5687
Credit card or prepaid card,CA,0,2582
Credit card or prepaid card,NE,685,1085
Credit card or prepaid card,FL,330,613
Credit card or prepaid card,DE,197,212
Credit card or prepaid card,GA,319,1769
Mortgage,NY,0,108
Mortgage,NJ,730,499
Student loan,IL,605,275
Mortgage,DE,199,205
Mortgage,CA,945,165
Vehicle loan or lease,WI,532,300
Credit card or prepaid card,MA,0,2834
Credit card or prepaid card,CA,0,533
Credit card or prepaid card,PA,193,615
Credit card or prepaid card,NJ,70,345
Credit card or prepaid card,NY,114,3120
Credit card or prepaid card,OH,453,3700
Mortgage,CA,0,409
Mortgage,LA,708,1147
Student loan,IL,600,6171
Student loan,TX,751,730
Mortgage,PA,190,2001
Mortgage,WI,549,1865
Student loan,CA,0,3398
Credit card or prepaid card,CA,0,894
Credit card or prepaid card,AZ,853,993
Vehicle loan or lease,IL,606,578
Vehicle loan or lease,MD,210,1643
Student loan,MI,0,305
Credit card or prepaid card,TX,761,5436
Credit card or prepaid card,UT,840,692
Mortgage,TX,787,781
Mortgage,TX,0,933
Credit card or prepaid card,NY,0,2327
Credit card or prepaid card,VA,224,1192
Mortgage,VI,820,1648
Credit card or prepaid card,MT,0,1667
Credit card or prepaid card,CT,0,805
Student loan,IA,0,482
Mortgage,NY,117,1346
Mortgage,CA,958,2708
Credit card or prepaid card,GA,301,795
Mortgage,OR,972,5539
Credit card or prepaid card,CT,65,1534
Student loan,NY,0,851
Mortgage,VA,235,2820
Credit card or prepaid card,CA,906,1130
Mortgage,FL,342,2907
Credit card or prepaid card,TX,750,1650
Vehicle loan or lease,IL,606,2302
Credit card or prepaid card,CA,902,2792
Credit card or prepaid card,TX,0,45
Mortgage,CA,937,1222
Credit card or prepaid card,MA,21,241
Student loan,NC,0,819
Mortgage,IL,608,5471
Mortgage,FL,342,894
Mortgage,MS,0,491
Mortgage,CA,908,294
Student loan,CA,902,516
Mortgage,TX,760,932
Credit card or prepaid card,GA,300,262
Credit card or prepaid card,IL,0,266
Student loan,AZ,850,524
Mortgage,FL,329,2137
Mortgage,FL,320,11806
Mortgage,NY,103,1035
Student loan,CA,919,826
Mortgage,CA,959,1175
Mortgage,MA,0,82
Mortgage,PA,0,935
Vehicle loan or lease,CT,68,1189
Credit card or prepaid card,OK,740,1208
Credit card or prepaid card,OH,430,4725
Credit card or prepaid card,OR,972,1357
Credit card or prepaid card,GA,0,840
Mortgage,CA,900,527
Mortgage,CA,0,1114
Credit card or prepaid card,KS,660,1181
Mortgage,KS,0,4152
Mortgage,TX,773,1082
Credit card or prepaid card,NC,282,129
Mortgage,UT,840,300
Student loan,PA,165,1168
Credit card or prepaid card,HI,967,1275
Student loan,CA,921,556
Credit card or prepaid card,FL,331,945
Credit card or prepaid card,GA,300,1109
Mortgage,TX,796,977
Mortgage,TN,381,219
Mortgage,TX,750,741
Credit card or prepaid card,OR,972,1306
Credit card or prepaid card,CA,928,956
Mortgage,NJ,77,787
Mortgage,TX,799,885
Credit card or prepaid card,NY,113,155
Credit card or prepaid card,WA,985,616
Credit card or prepaid card,PA,0,646
Student loan,WA,0,1508
Mortgage,GA,300,1753
Mortgage,MA,0,537
Mortgage,MI,497,1040
Mortgage,IA,527,1153
Vehicle loan or lease,MD,206,1603
Credit card or prepaid card,NJ,0,1169
Student loan,IL,604,1795
Credit card or prepaid card,CA,910,429
Mortgage,MD,210,399
Student loan,DC,200,1830
Credit card or prepaid card,CA,923,851
Mortgage,WV,262,960
Student loan,NJ,76,534
Credit card or prepaid card,TN,380,1478
Credit card or prepaid card,CA,0,1157
Credit card or prepaid card,DE,197,1704
Credit card or prepaid card,DC,200,1013
Credit card or prepaid card,OH,0,1706
Credit card or prepaid card,CO,805,2259
Student loan,NH,0,546
Mortgage,MA,0,2076
Mortgage,TX,750,171
Student loan,OK,0,862
Credit card or prepaid card,CO,804,287
Mortgage,GA,300,737
Mortgage,NJ,73,2962
Mortgage,PA,0,312
Credit card or prepaid card,AL,0,490
Credit card or prepaid card,AZ,850,1335
Credit card or prepaid card,NV,891,1312
Mortgage,CO,801,379
Mortgage,PA,0,1220
Credit card or prepaid card,MO,658,968
Credit card or prepaid card,IN,465,1457
Credit card or prepaid card,MS,386,191
Credit card or prepaid card,MO,641,5036
Vehicle loan or lease,FL,0,761
Mortgage,FL,322,1195
Credit card or prepaid card,FL,325,638
Vehicle loan or lease,VA,238,1112
Credit card or prepaid card,TX,750,3981
Mortgage,MI,482,1247
Vehicle loan or lease,NJ,0,491
Credit card or prepaid card,CA,921,963
Credit card or prepaid card,WA,0,902
Student loan,FL,322,550
Mortgage,FL,324,1212
Vehicle loan or lease,FL,347,1119
Mortgage,CA,917,1015
Mortgage,CA,921,1007
Student loan,MS,395,853
Mortgage,CO,802,1442
Mortgage,GA,300,1977
Vehicle loan or lease,CA,0,993
Student loan,FL,335,711
Credit card or prepaid card,MO,640,1176
Student loan,MA,21,1159
Student loan,CT,65,308
Credit card or prepaid card,FL,0,633
Vehicle loan or lease,WI,545,421
Mortgage,CA,920,2082
Vehicle loan or lease,TX,773,316
Mortgage,AZ,0,869
Credit card or prepaid card,MS,0,1109
Credit card or prepaid card,HI,967,1411
Mortgage,AL,0,398
Credit card or prepaid card,VA,241,1066
Credit card or prepaid card,WA,984,620
Credit card or prepaid card,NJ,70,995
Credit card or prepaid card,NM,871,765
Mortgage,NC,0,1926
Mortgage,PA,187,1354
Credit card or prepaid card,VA,231,3530
Mortgage,CA,957,1369
Mortgage,SC,298,3527
Mortgage,FL,0,1412
Credit card or prepaid card,NY,112,2148
Credit card or prepaid card,CA,921,767
Mortgage,CA,958,520
Mortgage,FL,0,315
Mortgage,FL,321,1823
Credit card or prepaid card,WA,983,1306
Mortgage,AL,0,739
Student loan,NC,285,876
Mortgage,UT,0,959
Student loan,NJ,88,917
Mortgage,NJ,80,980
Student loan,MS,392,1004
Mortgage,FL,331,3043
Credit card or prepaid card,OH,0,223
Credit card or prepaid card,TX,750,741
Credit card or prepaid card,TN,379,76
Credit card or prepaid card,CA,934,966
Credit card or prepaid card,CO,800,3860
Mortgage,FL,327,953
Credit card or prepaid card,NV,891,4590
Mortgage,NY,0,3641
Student loan,KS,662,6583
Credit card or prepaid card,NJ,73,403
Mortgage,OH,0,484
Credit card or prepaid card,CA,945,2002
Vehicle loan or lease,CA,917,550
Credit card or prepaid card,NJ,0,352
Mortgage,NC,279,259
Student loan,GA,300,117
Vehicle loan or lease,IL,604,731
Mortgage,CA,920,1352
Mortgage,MN,551,725
Student loan,TN,378,321
Credit card or prepaid card,CA,914,446
Credit card or prepaid card,GA,314,820
Mortgage,MS,0,1421
Mortgage,MD,0,5020
Credit card or prepaid card,FL,322,2960
Credit card or prepaid card,TN,379,543
Vehicle loan or lease,TX,750,816
Credit card or prepaid card,FL,339,502
Mortgage,NJ,743,1913
Vehicle loan or lease,PA,0,702
Mortgage,FL,334,1961
Vehicle loan or lease,CA,956,3893
Credit card or prepaid card,IN,0,1037
Student loan,MA,0,795
Mortgage,TX,782,5808
Vehicle loan or lease,IN,461,956
Mortgage,CA,917,1034
Mortgage,CA,917,776
Mortgage,NY,0,1496
Student loan,TX,787,2399
Mortgage,CO,809,762
Mortgage,MD,207,8586
Mortgage,NJ,87,292
Mortgage,MO,0,775
Student loan,None,0,1539
Credit card or prepaid card,DC,200,255
Student loan,MO,0,615
Credit card or prepaid card,NY,100,401
Mortgage,PA,176,546
Mortgage,MD,212,342
Credit card or prepaid card,OR,0,1041
Mortgage,NV,891,2588
Credit card or prepaid card,DE,197,655
Mortgage,CA,946,597
Mortgage,MI,0,289
Credit card or prepaid card,CA,913,900
Vehicle loan or lease,FL,328,1682
Credit card or prepaid card,CO,0,5575
Mortgage,TX,786,5713
Student loan,NJ,88,1441
Vehicle loan or lease,CO,808,3136
Student loan,FL,0,5286
Credit card or prepaid card,IL,606,60
Credit card or prepaid card,CA,927,1511
Credit card or prepaid card,CA,945,198
Vehicle loan or lease,TX,761,6833
Credit card or prepaid card,VA,223,3043
Mortgage,MO,0,796
Credit card or prepaid card,OR,0,1222
Credit card or prepaid card,NV,891,502
Mortgage,VA,233,3307
Vehicle loan or lease,CA,913,1588
Credit card or prepaid card,OH,432,1200
Mortgage,FL,333,2428
Credit card or prepaid card,NY,110,894
Student loan,CA,926,1946
Mortgage,WI,535,1816
Student loan,SC,296,1601
Mortgage,NY,140,883
Credit card or prepaid card,MN,0,234
Credit card or prepaid card,MA,19,1102
Mortgage,OH,430,894
Mortgage,NY,141,1366
Student loan,NJ,87,1108
Student loan,NY,113,611
Student loan,ID,838,239
Mortgage,GA,303,402
Mortgage,AL,358,4597
Mortgage,TX,775,1120
Mortgage,NY,114,1247
Credit card or prepaid card,TN,379,3646
Student loan,None,0,1090
Student loan,IN,0,1118
Credit card or prepaid card,OK,731,1110
Mortgage,CA,920,742
Student loan,PA,151,2327
Student loan,NY,100,4310
Student loan,PA,194,3522
Credit card or prepaid card,MA,21,4105
Vehicle loan or lease,IL,606,1924
Mortgage,TX,761,2003
Credit card or prepaid card,CA,913,709
Mortgage,HI,968,1232
Mortgage,CA,0,12057
Credit card or prepaid card,MN,0,380
Mortgage,CA,957,4002
Credit card or prepaid card,TX,0,292
Mortgage,TX,786,1100
Mortgage,CA,0,709
Student loan,OH,446,1454
Vehicle loan or lease,VA,244,3316
Student loan,MD,210,1470
Mortgage,GA,300,4063
Mortgage,OK,735,463
Vehicle loan or lease,CA,954,648
Student loan,CA,907,717
Mortgage,NC,284,1142
Student loan,TX,774,802
Student loan,IL,605,1132
Credit card or prepaid card,TX,782,3789
Student loan,GA,0,1185
Student loan,PA,194,696
Mortgage,TX,774,1377
Vehicle loan or lease,MO,0,544
Mortgage,NV,894,247
Credit card or prepaid card,OH,441,1092
Credit card or prepaid card,GA,300,275
Credit card or prepaid card,NJ,88,686
Credit card or prepaid card,NJ,0,1175
Credit card or prepaid card,CA,900,160
Credit card or prepaid card,WI,532,509
Student loan,OR,972,4400
Credit card or prepaid card,NY,125,931
Vehicle loan or lease,OH,447,551
Credit card or prepaid card,CA,917,830
Mortgage,WA,984,692
Mortgage,AL,352,1325
Credit card or prepaid card,CA,0,756
Credit card or prepaid card,CA,940,1241
Credit card or prepaid card,CA,920,1995
Credit card or prepaid card,CA,941,364
Student loan,SC,0,504
Credit card or prepaid card,MN,0,729
Student loan,NY,114,184
Mortgage,CA,952,4025
Credit card or prepaid card,CA,917,420
Credit card or prepaid card,NE,0,505
Student loan,OR,972,1023
Credit card or prepaid card,CA,0,442
Credit card or prepaid card,FL,333,625
Credit card or prepaid card,VA,223,805
Credit card or prepaid card,TX,784,1971
Mortgage,CA,0,3005
Student loan,PA,0,856
Mortgage,FL,0,1937
Student loan,TX,0,1457
Credit card or prepaid card,PA,174,1299
Credit card or prepaid card,CA,914,6683
Mortgage,TX,752,2483
Mortgage,CA,953,723
Credit card or prepaid card,LA,711,2330
Vehicle loan or lease,IA,0,355
Credit card or prepaid card,MA,21,202
Credit card or prepaid card,HI,967,4028
Mortgage,IL,605,1398
Credit card or prepaid card,VA,0,4552
Credit card or prepaid card,CA,912,595
Student loan,MA,0,528
Mortgage,CA,0,321
Mortgage,KY,422,1941
Vehicle loan or lease,IN,0,3752
Vehicle loan or lease,MO,641,935
Credit card or prepaid card,MA,21,818
Mortgage,MI,482,1906
Credit card or prepaid card,FL,334,867
Student loan,DC,0,2662
Credit card or prepaid card,GA,0,795
Mortgage,MA,0,1799
Student loan,OH,0,732
Mortgage,RI,0,680
Mortgage,FL,342,1993
Credit card or prepaid card,CA,926,3724
Credit card or prepaid card,CO,802,410
Credit card or prepaid card,NM,871,699
Mortgage,NY,0,3125
Credit card or prepaid card,TX,787,1405
Mortgage,CA,951,434
Student loan,OH,0,2502
Mortgage,GA,0,1763
Credit card or prepaid card,MA,10,354
Mortgage,TX,778,1432
Mortgage,OK,731,2076
Vehicle loan or lease,AL,356,2099
Mortgage,CA,925,664
Vehicle loan or lease,NC,0,577
Credit card or prepaid card,IN,0,412
Mortgage,WI,532,8264
Credit card or prepaid card,FL,341,1860
Mortgage,AZ,853,17676
Mortgage,MS,0,332
Mortgage,GA,0,691
Mortgage,KY,420,567
Credit card or prepaid card,CT,61,679
Mortgage,AZ,857,541
Credit card or prepaid card,NE,681,1836
Credit card or prepaid card,LA,704,301
Credit card or prepaid card,NJ,76,405
Credit card or prepaid card,MI,490,399
Credit card or prepaid card,PA,180,1052
Mortgage,GA,303,3754
Mortgage,FL,331,2272
Mortgage,MD,207,970
Vehicle loan or lease,TX,786,500
Mortgage,PA,183,231
Student loan,PA,0,3329
Vehicle loan or lease,NV,891,3911
Credit card or prepaid card,AL,0,3613
Student loan,CA,940,988
Credit card or prepaid card,AZ,853,343
Credit card or prepaid card,MO,631,2776
Credit card or prepaid card,VA,221,568
Student loan,MD,208,4618
Mortgage,NY,100,6561
Mortgage,NY,104,363
Credit card or prepaid card,FL,0,1580
Mortgage,CA,924,1169
Vehicle loan or lease,WI,537,659
Mortgage,NJ,77,759
Credit card or prepaid card,MA,21,761
Mortgage,CA,956,9698
Credit card or prepaid card,SC,0,651
Credit card or prepaid card,NE,0,1571
Mortgage,NC,282,1732
Credit card or prepaid card,CO,802,1061
Mortgage,IL,0,1046
Credit card or prepaid card,NV,890,633
Mortgage,PA,174,1006
Credit card or prepaid card,NY,112,911
Mortgage,MD,207,619
Mortgage,FL,0,3757
Mortgage,FL,0,1135
Mortgage,FL,333,2930
Credit card or prepaid card,MD,207,209
Credit card or prepaid card,OH,431,415
Credit card or prepaid card,NY,0,1623
Mortgage,OR,0,884
Mortgage,NJ,806,139
Mortgage,VA,230,965
Mortgage,CA,913,1791
Credit card or prepaid card,CA,902,650
Student loan,NY,0,2317
Mortgage,CA,925,1869
Credit card or prepaid card,TX,782,1895
Credit card or prepaid card,AR,720,834
Credit card or prepaid card,WA,981,1323
Credit card or prepaid card,TX,774,363
Student loan,NY,0,1496
Credit card or prepaid card,UT,840,1646
Credit card or prepaid card,VA,225,566
Vehicle loan or lease,OR,977,1406
Mortgage,PA,0,1876
Credit card or prepaid card,IN,0,2911
Mortgage,CT,63,941
Credit card or prepaid card,PA,0,2709
Student loan,TX,786,3056
Mortgage,AZ,0,719
Credit card or prepaid card,PA,152,624
Credit card or prepaid card,NJ,0,3377
Vehicle loan or lease,None,0,1626
Credit card or prepaid card,MI,0,983
Credit card or prepaid card,FL,337,518
Credit card or prepaid card,NY,117,359
Credit card or prepaid card,AZ,857,11735
Mortgage,AL,352,7790
Mortgage,IL,604,5413
Credit card or prepaid card,OH,432,483
Mortgage,MD,217,192
Student loan,MA,0,963
Credit card or prepaid card,TX,790,2651
Mortgage,FL,320,786
Mortgage,CA,928,636
Mortgage,TX,773,887
Mortgage,IL,600,1656
Mortgage,MI,481,1139
Credit card or prepaid card,WA,993,943
Credit card or prepaid card,GA,317,358
Credit card or prepaid card,GA,300,461
Credit card or prepaid card,MA,0,3119
Mortgage,MA,19,2334
Student loan,VA,0,539
Credit card or prepaid card,NJ,0,700
Mortgage,OK,0,923
Student loan,MA,21,2335
Credit card or prepaid card,NY,112,779
Credit card or prepaid card,NY,110,517
Mortgage,OK,731,4629
Mortgage,NY,0,525
Credit card or prepaid card,IL,0,915
Mortgage,MD,217,410
Credit card or prepaid card,ID,837,666
Vehicle loan or lease,CA,906,14686
Mortgage,PA,0,312
Vehicle loan or lease,PA,191,597
Credit card or prepaid card,OH,440,732
Mortgage,PA,171,793
Mortgage,GA,0,236
Vehicle loan or lease,MD,211,6546
Mortgage,NC,0,4032
Credit card or prepaid card,NH,0,1545
Credit card or prepaid card,FL,327,1664
Credit card or prepaid card,FL,331,1958
Credit card or prepaid card,IL,606,769
Mortgage,OK,0,599
Credit card or prepaid card,CA,913,2106
Student loan,VA,221,2764
Credit card or prepaid card,NY,112,69
Credit card or prepaid card,DC,200,1116
Mortgage,CA,944,222
Vehicle loan or lease,NJ,0,808
Credit card or prepaid card,AZ,852,431
Student loan,GA,314,204
Credit card or prepaid card,WI,535,4060
Student loan,NY,105,1181
Credit card or prepaid card,NY,0,913
Credit card or prepaid card,SC,296,860
Credit card or prepaid card,CA,926,1176
Student loan,PA,0,605
Credit card or prepaid card,NY,0,407
Credit card or prepaid card,CT,60,692
Credit card or prepaid card,TX,775,62
Mortgage,CA,917,1050
Mortgage,IL,0,679
Vehicle loan or lease,WA,980,5495
Mortgage,CA,0,645
Mortgage,NC,280,863
Mortgage,NY,0,679
Mortgage,MA,0,4766
Credit card or prepaid card,CA,951,562
Credit card or prepaid card,GA,0,418
Credit card or prepaid card,MA,24,418
Credit card or prepaid card,CA,913,3981
Mortgage,FL,0,1241
Mortgage,DE,199,3198
Mortgage,NY,0,1612
Credit card or prepaid card,NY,100,884
Credit card or prepaid card,MD,212,551
Student loan,IN,462,652
Student loan,OH,457,1279
Vehicle loan or lease,GA,0,1367
Credit card or prepaid card,TX,773,187
Credit card or prepaid card,SC,0,1862
Vehicle loan or lease,CA,956,804
Mortgage,NY,104,6805
Mortgage,DE,198,2550
Credit card or prepaid card,MA,23,339
Credit card or prepaid card,CA,945,198
Vehicle loan or lease,CA,945,5687
Student loan,MD,209,1115
Credit card or prepaid card,VA,0,1596
Student loan,TX,786,5476
Vehicle loan or lease,FL,330,1567
Student loan,NV,895,1057
Credit card or prepaid card,NY,146,329
Student loan,TX,760,2747
Mortgage,CA,951,1431
Mortgage,VA,0,1228
Mortgage,CA,915,1067
Mortgage,IL,0,662
Credit card or prepaid card,OH,440,491
Mortgage,GA,300,3015
Credit card or prepaid card,OR,971,1740
Mortgage,TX,0,431
Credit card or prepaid card,CT,632,290
Student loan,GA,300,388
Credit card or prepaid card,CT,0,572
Credit card or prepaid card,TX,773,339
Vehicle loan or lease,MI,0,103
Mortgage,TX,0,2913
Credit card or prepaid card,SC,296,862
Student loan,OR,972,1361
Student loan,MI,0,3746
Vehicle loan or lease,TN,0,2464
Vehicle loan or lease,CA,951,1509
Mortgage,CA,914,1021
Mortgage,MA,21,2569
Credit card or prepaid card,FL,335,834
Mortgage,WV,262,501
Student loan,IL,606,480
Vehicle loan or lease,CA,945,2215
Student loan,GA,305,203
Student loan,CA,925,1130
Mortgage,MA,0,232
Vehicle loan or lease,CA,913,1034
Mortgage,GA,305,3041
Mortgage,AL,352,918
Credit card or prepaid card,CA,917,858
Mortgage,CA,921,830
Mortgage,AR,727,1032
Student loan,UT,840,863
Mortgage,GA,303,767
Mortgage,IL,0,945
Credit card or prepaid card,NY,101,971
Mortgage,WA,984,949
Student loan,FL,320,972
Mortgage,NY,109,1023
Credit card or prepaid card,MA,19,1218
Credit card or prepaid card,OH,450,1195
Vehicle loan or lease,OK,0,930
Mortgage,TX,783,1223
Vehicle loan or lease,NJ,71,3084
Student loan,TX,750,1776
Credit card or prepaid card,MD,0,645
Student loan,KY,403,890
Vehicle loan or lease,TX,774,162
Mortgage,FL,0,573
Credit card or prepaid card,NC,272,648
Student loan,KY,0,1270
Student loan,MI,0,908
Mortgage,AZ,0,1000
Credit card or prepaid card,NY,116,287
Credit card or prepaid card,CA,949,175
Credit card or prepaid card,VA,222,242
Student loan,NJ,88,497
Credit card or prepaid card,GA,300,1231
Student loan,CT,0,807
Student loan,NY,0,3355
Credit card or prepaid card,FL,322,5660
Credit card or prepaid card,NJ,0,933
Credit card or prepaid card,GA,300,317
Credit card or prepaid card,VA,201,2415
Credit card or prepaid card,NY,112,162
Credit card or prepaid card,OH,0,3620
Credit card or prepaid card,IN,0,1819
Credit card or prepaid card,MD,212,1030
Credit card or prepaid card,NJ,885,1187
Mortgage,CA,920,394
Mortgage,CA,920,2300
Student loan,NJ,88,2809
