ziplength,complength,custlength,Product
5,24,325,1
3,13,4765,1
3,33,424,0
3,25,971,2
3,23,989,1
3,24,950,1
3,37,968,1
3,13,659,0
3,33,323,0
3,23,1392,2
3,15,130,3
3,39,2223,1
3,38,2247,3
3,27,1230,0
3,29,2378,1
3,27,714,1
3,17,75,1
3,33,444,0
3,23,1916,3
3,33,2097,0
3,27,1144,1
3,25,798,0
3,27,411,0
3,24,987,1
3,19,7668,0
5,13,645,1
3,27,156,1
3,27,629,1
3,39,2256,1
3,12,1366,2
3,29,2315,3
3,14,1104,0
5,37,560,0
3,26,706,1
3,21,728,3
5,26,2198,0
3,12,574,0
5,20,461,1
3,12,454,0
3,37,614,0
3,19,1824,0
3,12,587,0
3,20,1355,0
3,14,2278,0
3,19,1414,0
3,20,704,0
3,33,1589,0
3,13,827,1
5,39,3165,1
5,37,1482,1
3,29,1168,3
3,13,1204,1
3,33,798,3
3,18,1028,1
3,20,1103,0
3,23,1015,3
3,27,460,1
3,17,2648,1
3,24,938,1
3,13,861,3
3,24,670,0
3,28,908,1
3,13,1227,1
3,33,389,0
3,36,1290,3
3,33,374,0
3,37,592,1
3,36,882,3
5,14,2194,0
3,32,607,1
3,32,1022,1
3,13,2763,1
5,36,532,3
3,32,3754,1
3,34,1045,3
3,25,242,2
3,27,838,0
3,23,243,2
3,24,808,1
3,19,669,1
3,38,845,0
3,22,1995,0
3,37,865,0
3,24,2011,1
3,14,210,0
3,19,1341,1
3,33,487,0
3,37,2633,0
3,22,594,0
3,33,1320,0
3,19,480,0
3,24,1297,0
3,32,1601,1
3,17,790,1
3,39,1380,1
3,24,2167,0
3,27,886,0
3,20,725,1
3,33,471,0
3,16,239,0
3,26,1108,0
3,18,5679,1
3,23,888,3
3,28,596,1
3,13,723,0
3,31,644,3
3,9,776,2
3,20,715,3
3,23,1531,2
3,12,123,2
3,22,1710,1
3,21,1060,1
3,20,459,3
3,14,4093,0
3,24,2459,3
3,14,596,0
3,33,258,0
5,39,1027,1
3,27,1319,1
3,21,410,1
3,13,1009,0
3,24,1448,1
3,37,529,0
3,24,194,1
3,20,732,2
3,20,4047,0
3,24,202,1
3,27,2499,0
3,13,536,0
5,12,3819,2
3,37,922,1
3,13,8480,1
3,19,67,3
3,38,659,0
3,24,2812,1
3,13,726,1
3,37,1971,0
3,14,688,0
3,26,572,0
3,13,507,0
3,24,6703,1
3,9,460,2
3,22,248,0
3,20,1067,1
3,33,310,0
5,36,1573,3
3,14,1454,0
3,27,451,1
3,21,569,3
3,14,208,0
3,24,1139,1
3,27,1289,0
3,24,856,1
3,13,352,1
3,13,2758,1
3,24,1603,1
3,26,661,0
3,28,1551,1
3,24,674,1
3,20,1801,1
3,30,203,3
3,27,338,1
3,14,820,0
3,14,174,0
5,24,481,0
3,39,985,1
3,24,988,1
3,25,5532,1
5,36,3864,3
3,38,4839,3
3,21,1085,0
3,9,855,2
3,7,1220,3
3,27,243,0
3,23,294,2
3,36,393,3
3,23,700,2
3,33,1639,0
3,20,1667,1
3,13,1701,2
3,12,386,2
3,26,477,3
3,22,620,1
3,20,864,0
5,31,2166,3
3,20,2772,0
3,32,1626,1
3,37,753,0
3,24,1038,1
3,27,644,1
3,14,1364,0
3,28,190,0
3,13,1137,0
3,21,453,1
3,24,2376,1
3,24,3191,1
3,23,1153,2
3,14,1426,0
3,31,1615,1
3,12,1167,1
3,33,794,3
3,33,1592,1
3,24,870,0
3,37,1998,0
3,33,991,0
3,31,536,1
3,32,1547,1
3,31,362,3
3,27,451,1
3,24,136,0
3,14,389,0
3,22,1342,0
3,13,726,0
5,37,1309,1
3,23,852,3
3,12,742,2
3,20,5865,0
3,20,2483,0
3,29,497,0
3,28,2958,1
3,13,2454,0
3,24,6860,1
3,19,1004,0
3,20,1196,0
3,32,2828,0
3,23,151,2
3,29,1434,3
3,14,501,0
3,14,4082,0
3,13,872,1
3,19,686,1
3,38,429,3
3,20,720,0
3,33,388,0
3,31,3940,3
3,13,654,0
3,19,656,1
3,30,597,3
3,24,3939,1
3,14,1396,0
3,33,416,0
3,37,111,1
3,36,1000,3
5,18,1332,1
3,22,1281,0
3,24,3254,0
3,21,270,3
3,14,2625,0
3,23,505,2
3,33,830,0
3,13,2295,1
5,37,703,1
3,19,4648,0
3,33,839,1
3,14,429,0
3,26,634,0
5,38,8703,1
3,25,3771,1
3,20,761,1
3,33,855,0
3,14,782,0
5,25,4680,1
3,37,393,0
3,24,1263,1
3,27,1881,3
3,29,335,3
3,14,1322,0
3,13,2624,3
3,20,720,0
3,24,11216,1
3,13,1254,1
3,36,2101,3
3,9,1115,2
3,12,1672,0
3,12,601,0
3,37,470,1
3,29,1337,3
5,14,1612,0
3,13,168,3
3,28,432,1
3,33,714,1
3,36,987,3
5,37,5263,0
3,9,3042,2
3,27,556,1
3,13,1255,0
3,28,916,3
3,20,908,1
3,24,692,0
3,39,748,1
5,13,198,0
3,26,661,0
5,34,1649,1
3,24,117,1
3,19,284,3
3,36,677,3
3,24,368,0
3,14,2389,0
3,24,1930,1
3,21,2924,1
3,32,1467,1
3,20,899,0
3,23,1332,3
3,33,168,0
3,24,938,1
3,23,702,2
3,24,621,1
3,13,62,3
3,39,2161,1
3,27,691,0
3,37,814,0
3,27,1270,1
3,37,6850,1
3,33,1054,0
3,9,232,2
3,13,781,1
3,21,576,1
3,30,657,3
3,18,268,1
3,24,3445,1
3,20,1199,0
3,26,1468,1
3,13,559,1
3,14,503,1
3,23,895,2
3,27,704,1
3,19,286,0
3,21,924,1
3,32,483,1
3,46,458,2
3,7,2629,1
3,33,2914,0
3,22,3882,2
3,27,1251,1
3,21,4576,1
3,19,231,1
3,13,912,0
3,12,258,0
3,14,147,0
3,20,2092,0
3,37,886,0
3,19,1740,1
3,24,1883,1
3,30,554,1
3,27,506,0
3,21,1821,1
3,27,867,0
3,33,355,0
3,24,1046,0
3,32,1232,1
3,13,1043,0
3,13,2733,0
3,20,1670,0
3,8,1897,0
3,22,185,0
3,32,752,1
3,13,3356,1
3,23,770,2
3,13,835,0
3,27,1216,1
3,37,579,0
3,20,253,0
3,24,806,1
3,19,5369,1
3,27,1274,2
3,14,214,0
3,24,659,0
3,13,4511,0
3,19,507,3
3,21,1460,3
3,23,1547,2
3,13,759,2
3,24,3078,1
3,12,601,2
3,24,665,1
3,33,812,0
3,24,930,1
3,12,1038,0
5,20,1353,1
3,9,2878,2
3,12,3273,1
3,22,1221,0
3,24,2490,0
3,25,6954,3
5,13,2108,0
3,23,313,2
3,14,3662,0
3,20,1574,1
3,13,499,1
3,28,1390,1
3,21,852,1
3,41,1556,2
3,23,732,2
3,19,757,1
3,33,2162,0
3,22,656,0
3,26,571,0
3,21,358,3
3,20,1075,1
3,12,1213,2
3,29,2096,1
3,24,783,1
3,12,516,0
3,23,1646,3
3,33,532,0
5,24,9340,1
3,25,528,1
3,14,1060,0
3,14,2765,0
3,24,2338,1
3,23,899,2
3,33,721,0
3,25,3478,1
3,12,854,0
3,23,489,1
3,19,2992,0
3,36,5573,3
3,13,554,0
3,9,659,2
3,24,1232,1
3,14,2679,0
3,14,316,0
3,20,2305,1
3,23,3451,2
3,24,958,1
3,20,1614,0
3,27,956,1
3,27,106,0
3,13,751,1
3,30,253,0
3,36,215,1
3,19,1201,0
3,27,497,0
3,24,214,1
3,8,794,0
3,14,2028,0
3,14,1059,0
3,24,351,1
5,24,786,0
3,19,580,3
5,26,1076,2
3,21,1093,0
3,21,736,0
3,21,2654,1
3,21,761,0
3,20,1704,1
3,26,736,0
3,22,395,1
3,27,511,1
3,37,1233,1
3,24,926,1
3,19,2123,3
3,19,873,1
3,12,1669,2
3,13,865,1
3,37,640,0
5,33,1368,1
3,37,561,1
3,20,198,0
3,33,665,1
3,31,243,1
3,31,726,1
5,37,289,0
3,12,2558,0
3,22,2373,0
5,30,1938,1
5,37,660,1
3,13,522,2
3,33,1198,0
3,38,74,2
3,20,690,1
5,12,854,2
3,23,695,2
3,27,1526,1
3,16,116,0
3,33,65,0
3,21,3819,0
3,14,231,0
3,23,310,2
3,19,82,1
3,27,73,1
3,27,504,0
3,13,1107,0
3,27,1218,1
3,33,657,0
3,28,671,1
3,14,1493,0
3,17,497,0
3,20,852,1
3,23,1174,3
3,24,1648,1
3,6,260,2
3,23,903,2
3,14,155,0
3,9,540,2
3,24,2720,1
3,33,767,0
3,12,697,2
3,33,248,0
3,33,944,0
3,20,1642,0
3,41,514,1
3,29,2982,3
3,14,971,1
3,33,1575,0
3,33,657,0
3,19,292,3
3,25,2397,1
3,23,2589,2
3,33,2304,0
5,23,2000,2
5,39,436,1
3,31,737,0
3,28,485,1
3,19,5521,0
3,24,1011,1
3,22,593,0
5,14,7620,0
3,28,2232,1
3,8,1124,0
3,32,1806,3
3,20,1490,0
3,29,659,3
3,24,236,1
3,20,608,0
3,19,482,1
3,33,344,0
3,24,553,1
3,20,960,0
3,24,1546,1
3,13,935,0
3,27,1524,0
3,26,1489,1
3,24,1394,0
3,24,264,0
3,19,1021,1
3,37,1136,0
3,22,432,1
3,33,1558,0
3,37,2876,1
3,33,2009,0
3,36,887,3
3,37,776,1
3,19,261,0
3,16,775,0
3,20,4877,0
3,24,3469,1
3,24,920,0
3,20,4352,3
3,29,201,3
3,22,1149,0
3,37,1100,3
3,14,2062,0
3,29,240,3
3,27,1398,0
3,31,1094,3
3,28,1466,1
3,17,833,1
3,14,436,0
3,31,1130,1
3,24,6558,0
3,29,3650,1
3,31,528,2
3,37,248,0
3,36,534,3
3,21,359,0
3,18,358,1
3,18,269,1
3,24,5930,1
3,19,1161,1
3,24,162,0
3,21,2777,1
3,18,5174,1
3,19,1051,0
3,39,354,1
3,36,182,1
5,14,1566,0
3,38,449,3
3,19,849,0
3,31,2131,1
3,21,2213,3
5,21,1628,0
3,38,1781,3
3,19,1348,1
3,27,236,0
3,13,323,0
3,14,205,0
3,33,661,3
3,33,1530,0
3,16,1575,3
3,19,2146,0
3,19,475,1
3,33,576,3
3,26,864,1
5,14,473,0
3,57,2678,3
5,32,1023,1
5,37,619,0
3,20,662,3
5,14,1823,0
3,37,1780,0
3,19,1382,1
3,26,935,1
5,24,1780,1
5,21,175,0
5,12,1219,1
5,14,878,0
3,26,716,0
3,37,1298,1
5,23,4791,3
3,37,1707,1
5,19,1161,3
5,14,522,0
3,20,1521,1
3,19,7501,1
3,33,609,0
5,22,708,0
3,22,241,0
5,21,953,1
3,33,581,0
5,22,628,0
3,33,1249,0
3,33,878,0
5,21,938,1
5,19,2529,0
3,33,2193,0
3,24,794,1
3,20,4654,0
3,19,737,0
3,37,872,0
3,38,2481,3
3,31,910,1
3,37,2117,0
5,14,1692,0
3,20,534,0
3,33,607,0
3,36,981,3
5,21,1212,1
3,33,776,0
3,19,2321,3
3,19,623,3
3,22,1201,0
3,29,14431,1
3,31,695,3
3,20,4249,1
5,12,456,0
3,33,729,0
3,33,474,0
3,14,4069,0
5,14,611,0
3,30,203,0
5,24,290,1
3,33,788,0
3,33,550,3
5,22,2226,0
3,33,327,0
5,31,717,0
5,24,992,1
5,37,1025,0
5,16,1505,1
3,21,578,1
5,39,1392,1
5,28,2313,1
5,41,1053,1
3,27,626,1
3,27,662,1
5,22,1267,0
3,37,2168,0
3,37,238,0
3,14,2191,0
3,20,630,0
3,24,120,0
3,31,567,0
5,9,556,1
3,37,581,0
3,28,1914,1
3,28,1179,1
3,27,561,1
5,13,550,0
5,27,2703,1
3,19,1755,0
3,37,2588,1
3,20,17117,1
3,23,1246,2
3,18,4531,3
5,37,1573,1
3,20,816,0
5,24,1073,1
3,26,1047,3
3,9,1407,2
3,19,1915,1
3,38,353,3
5,25,172,2
3,19,3949,0
5,21,742,1
3,33,1278,0
3,32,502,0
3,14,514,0
5,13,225,0
5,37,608,0
5,21,406,1
3,33,2054,0
3,13,230,0
3,34,649,3
3,13,790,0
3,20,2047,1
3,21,13421,1
5,14,2368,0
3,21,2103,1
3,13,379,1
3,24,287,0
3,35,650,0
3,21,867,1
3,38,2109,0
3,37,601,1
3,33,1093,0
3,13,4936,1
3,23,656,2
3,24,2530,0
3,33,1208,0
3,29,845,1
3,20,332,0
3,37,4857,1
3,14,772,0
3,13,879,0
3,31,911,3
3,20,2064,1
3,38,1442,0
3,22,938,0
3,37,43,0
3,19,582,1
3,24,1444,1
3,33,387,0
3,37,659,1
3,30,2617,1
3,33,683,0
5,20,4683,1
3,7,418,3
3,19,221,1
3,13,552,1
3,14,2197,0
3,24,836,0
3,37,493,0
3,33,972,0
3,14,2228,0
3,16,415,3
3,14,2195,0
3,27,4325,1
3,30,1210,3
3,23,951,2
3,36,5079,1
3,24,697,1
3,31,479,3
3,33,863,0
3,27,708,1
5,31,1170,1
3,33,216,3
3,24,1735,1
3,22,1190,3
3,33,389,0
3,25,95,1
5,19,879,1
3,20,333,0
3,24,192,0
3,14,6105,0
3,23,654,3
3,20,358,0
3,24,796,0
3,33,3386,0
3,35,772,3
3,38,1987,3
3,33,2389,0
3,28,2380,1
3,21,639,1
3,19,2372,1
3,27,1828,0
3,37,1967,1
3,22,717,0
3,13,1264,1
3,19,443,0
3,24,1321,2
3,24,1321,1
3,14,1970,0
3,33,292,0
3,13,539,0
3,13,327,1
3,23,1188,2
3,30,1292,1
3,18,857,1
3,14,3690,1
3,19,928,1
3,21,781,1
3,32,982,0
3,25,96,0
3,19,1178,0
3,19,1326,0
3,13,1757,1
3,19,1062,0
3,11,484,0
3,19,756,0
3,22,539,0
3,24,349,0
3,33,1556,3
3,33,744,0
3,33,638,0
3,13,628,0
3,39,1889,1
3,19,591,1
3,20,881,0
3,24,1146,0
5,33,120,0
3,13,6206,0
3,26,2179,0
3,19,1830,3
3,19,337,0
3,24,1476,1
3,26,1594,0
3,27,946,1
3,34,824,0
3,38,1053,0
3,19,327,0
3,27,154,1
3,32,700,3
5,28,1084,1
3,33,659,0
3,17,746,2
3,37,433,0
3,24,946,1
3,14,426,0
5,9,1159,2
3,16,3015,2
3,22,755,3
3,28,107,1
3,14,2178,0
3,14,1141,0
3,20,4458,0
3,22,2991,0
3,29,2880,1
3,12,444,0
3,32,2989,1
5,31,38,3
3,20,932,0
3,21,8340,1
3,14,1075,0
5,33,691,0
3,27,1251,0
3,26,1831,1
3,33,2007,0
3,23,638,2
3,20,1015,0
3,19,266,0
3,33,1019,0
3,36,949,1
3,20,554,0
3,19,659,0
3,24,1171,0
3,22,986,2
3,37,4315,0
3,33,925,0
3,30,1967,1
3,13,312,0
5,19,352,1
3,19,2816,0
3,14,1225,0
3,21,3096,2
3,23,2129,2
3,14,1764,0
3,24,1757,0
3,22,1435,1
5,12,341,2
3,33,2381,0
3,24,717,0
3,35,324,0
3,14,383,0
5,22,313,1
3,33,1743,0
3,26,658,0
3,24,1199,1
3,15,1823,2
3,14,2764,0
3,14,1020,0
3,28,1501,1
5,38,1972,3
3,29,1487,3
3,19,1295,0
3,20,646,0
3,33,11672,0
5,24,652,0
3,40,563,1
3,37,659,0
3,19,262,1
3,14,311,0
5,21,965,1
3,27,816,1
5,33,1091,0
3,24,442,1
3,37,3019,0
3,22,265,1
3,36,525,3
3,9,180,3
3,33,415,0
3,24,1214,0
3,24,782,1
5,33,774,0
3,21,1071,0
3,24,3034,1
3,19,1597,0
5,24,688,1
3,24,290,0
3,33,2669,0
3,22,2606,0
3,21,484,3
3,30,1589,3
3,38,4064,1
3,12,235,3
3,19,1157,1
3,28,552,1
3,16,122,2
3,11,446,0
3,21,349,1
3,20,1854,1
3,12,89,0
5,20,1974,0
3,20,781,1
3,29,1416,3
3,24,817,0
3,8,1215,0
3,25,422,0
3,21,2453,1
3,26,470,0
3,20,948,1
3,14,2112,0
5,27,1183,0
3,23,956,2
5,24,502,0
5,31,1357,1
3,28,1577,1
3,22,1161,0
3,25,346,2
5,33,130,0
3,19,1036,0
3,20,1489,0
3,24,625,0
3,27,469,1
3,28,1356,1
3,20,936,0
5,33,2737,0
3,19,201,0
3,20,953,0
5,27,191,0
3,33,243,0
3,37,538,0
3,37,1668,0
3,27,1591,3
3,29,793,0
5,38,3453,1
3,27,2002,3
3,13,1416,0
3,24,746,1
3,7,2100,2
3,27,3112,0
3,13,1296,1
3,17,3817,1
3,32,92,0
3,27,416,0
3,13,745,1
3,24,1307,1
3,12,869,2
3,20,132,0
3,9,497,2
3,24,213,1
3,24,1295,0
3,14,858,0
3,27,3509,1
3,24,5919,0
3,23,506,2
3,13,499,1
3,14,923,0
5,22,744,0
3,19,317,0
3,19,12953,1
3,14,1363,0
3,33,2047,0
3,37,76,0
3,14,857,0
3,37,114,0
3,23,1608,2
3,20,929,3
3,37,2905,1
3,13,1470,0
3,33,832,2
3,27,313,1
3,13,629,1
3,19,2294,0
3,24,2206,1
3,13,329,0
3,31,289,3
3,37,657,0
3,19,1669,3
3,30,245,3
3,28,1510,1
3,33,302,0
3,20,1773,1
3,12,950,1
3,37,1085,0
3,38,2740,3
3,37,927,0
3,20,1227,0
3,14,1097,0
3,21,5146,1
3,41,6365,1
3,20,2274,1
3,20,381,0
3,33,335,0
3,19,1184,0
5,20,1010,1
3,13,380,0
3,13,1810,1
3,13,3130,1
3,23,1204,2
3,12,1056,1
5,21,1675,1
3,23,662,2
3,39,2595,1
3,41,699,1
3,19,654,1
3,9,624,2
3,33,662,0
3,24,4188,1
3,27,1718,1
3,41,331,1
3,14,945,0
3,24,892,1
3,27,537,1
3,38,282,3
3,22,1576,0
3,22,873,0
3,20,4507,1
3,24,2792,1
3,27,3336,3
3,13,583,1
5,32,1238,0
3,14,3743,0
3,38,3115,0
3,14,2008,0
3,17,70,2
3,33,2302,0
3,24,52,0
3,19,1083,3
3,37,2172,0
3,39,1495,1
3,31,401,2
3,23,377,1
3,19,283,1
3,12,254,0
3,38,806,1
3,29,243,3
3,20,1467,0
3,20,376,0
3,7,289,0
3,12,1420,2
3,19,1497,0
3,14,1758,0
3,24,359,0
3,9,4175,2
3,16,4692,2
3,13,659,0
3,36,1212,3
3,28,413,2
3,24,1447,1
3,14,101,0
3,15,1406,2
3,37,541,1
3,14,480,0
3,24,429,0
3,23,478,0
3,20,1975,0
3,22,1105,2
3,22,447,1
5,14,810,0
3,33,310,0
5,19,1307,0
3,37,928,0
3,27,1010,0
3,32,1314,1
3,19,2070,3
5,27,494,0
3,22,1009,2
3,19,633,1
3,24,891,1
3,14,920,1
3,20,2421,1
3,12,925,3
3,24,349,0
3,31,5760,1
3,36,1266,1
3,25,1428,0
3,33,1926,0
3,23,1699,2
3,20,659,0
3,22,1311,0
3,32,1907,1
3,22,153,3
3,23,395,2
3,13,862,0
3,9,559,2
3,14,1470,0
3,33,751,0
3,24,34,1
3,20,435,0
3,32,1182,0
3,33,366,0
3,24,449,1
3,20,2511,1
5,25,1491,1
3,24,3408,1
3,27,551,0
5,13,394,0
3,20,631,3
3,27,1199,0
3,21,640,1
5,20,1011,0
3,12,720,0
3,13,628,0
5,38,656,0
3,32,1970,0
3,13,738,1
3,33,1017,0
3,18,2968,1
3,23,676,3
3,22,788,0
3,20,3695,1
3,23,558,2
5,22,2605,0
3,14,1560,0
3,28,808,1
5,29,433,0
3,19,1109,0
3,22,968,1
3,20,1020,0
3,13,1076,2
3,33,727,0
3,32,912,1
3,12,6992,2
3,35,1574,3
3,14,474,0
3,24,591,0
3,20,2228,0
3,14,1027,0
3,19,538,0
3,13,814,0
3,19,4793,0
5,25,657,1
5,13,772,0
3,24,1323,0
3,13,1431,0
3,33,2744,0
3,27,644,0
3,21,1700,3
3,39,1228,1
3,23,1113,2
3,33,1053,0
3,33,1444,0
3,22,1234,3
3,19,519,0
5,22,1710,0
3,9,576,2
3,14,1108,0
3,38,489,3
5,37,1649,3
3,14,2343,0
3,24,2371,1
3,24,687,0
3,14,833,1
3,24,2099,0
5,32,1259,1
3,38,1372,3
3,14,1758,0
3,28,652,3
3,23,189,2
3,22,904,0
3,31,3690,1
3,14,1368,0
3,20,1433,0
3,12,130,2
3,20,1974,0
3,24,945,1
3,24,625,1
3,19,1451,1
5,14,1742,0
3,21,1088,1
3,19,251,0
3,22,206,3
3,14,8053,0
3,13,497,0
5,19,892,1
3,33,871,0
3,20,902,1
3,24,1216,1
3,34,9470,1
3,9,1261,2
3,24,617,0
3,21,1660,2
3,11,1438,0
3,32,1269,1
3,19,2484,3
3,36,1889,1
3,39,3024,1
3,38,208,0
3,24,2027,1
3,20,1858,0
3,33,1182,0
3,12,600,0
3,28,406,1
3,23,737,2
3,12,772,0
3,21,1524,1
3,33,186,1
3,27,106,1
3,20,854,2
3,13,1359,1
3,7,131,0
3,22,1850,0
3,25,1453,3
3,33,2316,0
3,26,1179,0
5,33,1675,1
3,17,628,1
3,26,2710,0
3,28,1384,1
3,21,771,1
3,6,2957,2
3,31,3036,3
3,12,872,3
3,24,4609,1
3,13,488,3
3,26,1025,0
3,33,207,0
3,14,1214,0
3,14,1689,0
3,14,1353,0
3,13,557,0
3,13,583,1
3,19,923,1
3,13,1692,1
5,32,1982,1
3,24,755,1
5,18,811,1
3,36,867,3
3,28,748,1
3,22,1422,3
3,20,487,0
3,19,1144,1
3,14,574,0
3,24,983,1
3,28,1014,1
3,14,1534,0
3,36,790,3
3,12,540,2
3,27,469,0
3,22,1976,2
3,13,257,0
3,27,1206,0
3,12,2061,1
3,35,567,0
3,22,1529,0
5,21,1270,1
3,27,7878,1
3,13,2053,0
3,20,772,0
3,33,1298,0
3,33,519,0
3,12,2495,2
3,14,326,0
3,12,337,2
3,31,1720,1
3,22,1513,0
3,14,659,0
3,39,576,1
5,18,1335,1
3,33,1681,0
3,33,1981,0
5,14,110,0
3,33,6632,0
3,24,1223,1
5,14,1653,0
3,27,1280,1
3,27,920,0
3,25,180,1
3,19,749,1
3,20,1196,0
3,39,1177,1
3,25,185,1
3,37,490,0
3,36,450,3
3,33,144,0
3,20,239,1
3,20,1071,0
3,19,482,1
3,22,579,0
3,13,1557,0
3,33,923,0
3,20,473,1
3,23,2127,3
3,33,275,0
3,12,649,2
3,14,1836,0
3,20,514,1
3,24,716,1
3,23,1211,2
3,33,516,0
3,13,521,0
3,24,1421,0
3,33,483,0
3,24,305,0
3,14,667,0
3,24,363,0
3,12,7160,1
5,21,736,1
5,27,627,0
3,19,875,0
3,33,170,0
3,24,1166,1
3,7,1328,0
3,24,4724,1
3,20,909,0
3,32,659,3
3,24,2198,1
3,39,3336,1
3,19,1301,0
3,15,3331,2
3,13,2049,0
3,13,1643,0
3,9,1613,2
3,23,2526,2
3,20,589,3
3,24,495,1
3,37,1489,0
3,23,4583,1
3,33,891,0
3,33,787,0
3,27,492,1
3,20,659,3
3,33,975,0
3,27,659,0
3,9,7354,2
3,24,474,0
3,19,641,1
3,19,1256,0
3,14,961,0
3,22,388,3
3,24,1439,0
3,25,266,3
3,19,869,3
3,21,1302,0
3,33,586,0
3,13,2752,0
3,33,817,0
3,33,1077,2
5,33,3420,0
3,27,484,3
3,21,1877,1
3,37,3378,1
3,24,1002,1
3,24,753,0
3,33,579,0
3,27,871,1
3,39,598,1
5,27,1492,1
3,19,998,1
3,6,256,2
3,37,5216,1
3,22,2676,1
5,12,390,0
3,12,322,2
3,33,588,0
5,39,382,1
3,29,1018,3
5,39,7687,1
3,27,1110,1
3,9,1298,2
3,33,767,0
3,31,989,3
3,37,4564,1
3,24,588,1
3,22,92,0
3,20,1644,0
3,20,6846,1
3,19,276,0
3,20,329,0
3,20,1532,3
3,37,1186,0
3,14,999,0
5,14,550,0
3,24,2460,0
3,28,568,1
3,9,1529,2
3,20,1828,3
3,20,2289,0
3,16,7142,2
3,19,350,1
3,36,455,3
3,20,692,1
5,21,875,1
3,27,5468,0
3,21,733,1
3,24,1477,0
3,27,659,3
3,25,447,1
3,23,966,2
3,12,326,0
3,14,1996,0
3,14,733,3
3,23,1721,2
3,22,595,0
3,26,2745,0
3,22,3938,0
3,28,713,1
3,23,2225,2
3,13,332,1
3,9,1714,2
3,23,681,2
3,33,1898,0
3,27,549,1
3,24,1477,0
3,33,1948,0
3,24,2124,0
3,21,1303,1
3,14,1558,0
5,13,1338,1
3,31,428,0
3,21,2115,0
3,22,825,0
3,12,479,0
3,12,1195,2
3,24,2284,1
3,33,751,1
3,24,663,1
3,33,1060,0
5,21,5584,1
3,14,3054,0
3,37,1490,0
3,23,887,2
3,24,653,0
3,8,434,0
3,22,972,1
3,18,1049,1
3,32,974,1
3,20,2218,2
3,27,619,1
3,19,1238,1
3,34,3759,1
3,27,627,1
3,37,1122,1
3,27,5232,1
3,22,890,0
3,22,870,0
3,33,1518,0
3,14,366,0
3,27,1011,0
3,25,1214,0
3,19,321,0
3,14,2428,0
3,14,3685,0
3,21,1902,1
3,34,1984,3
3,33,1992,1
3,13,2578,1
3,31,656,3
3,13,1099,1
3,20,756,1
3,23,694,2
3,19,1817,1
3,19,1128,1
3,24,244,1
3,38,287,0
3,14,876,0
3,14,1003,0
3,27,2624,1
3,19,835,1
5,21,422,3
3,12,1019,2
3,23,1026,2
3,20,1076,1
3,14,472,0
3,24,2849,0
3,14,188,0
3,31,887,1
3,23,648,2
5,18,4643,1
3,33,463,3
5,27,918,1
3,13,1548,0
3,33,924,0
5,33,668,0
3,31,514,2
3,9,4827,2
3,24,1296,0
3,14,207,0
3,27,580,1
5,33,890,0
3,27,765,1
3,9,747,2
3,24,735,1
3,19,872,1
3,24,556,0
3,12,800,0
3,13,2162,1
3,13,759,1
3,20,462,0
3,14,1178,0
3,33,4268,3
3,33,882,0
3,33,353,0
3,22,5665,0
3,24,1443,0
3,37,680,0
3,25,1782,2
3,21,182,2
3,13,333,0
3,27,639,0
3,20,1343,0
3,19,659,0
3,22,1385,0
3,19,1438,3
3,14,1596,0
3,33,5097,0
3,23,1514,2
3,38,664,0
3,38,1089,3
3,21,1262,1
3,20,421,1
3,15,2355,1
3,36,663,3
3,26,305,0
5,22,1445,1
3,13,2252,0
3,38,160,3
3,22,836,1
3,26,1724,0
3,53,1014,2
3,20,5793,1
3,25,1048,1
3,33,1877,0
3,9,260,2
3,39,1020,1
3,37,876,1
3,9,1042,2
3,23,659,0
5,37,756,0
3,14,1487,0
5,33,563,0
3,20,472,1
3,12,516,0
3,33,1577,0
3,27,1490,1
3,33,1061,0
3,24,983,1
3,26,1507,1
3,23,214,2
3,20,1175,0
3,14,905,0
3,23,190,2
3,20,502,0
3,37,208,0
3,33,659,0
3,27,1175,0
3,9,2366,3
3,9,1751,2
5,35,1857,1
3,31,262,0
3,33,482,0
3,24,474,0
3,13,1022,1
3,20,2579,0
3,33,2047,0
3,22,267,0
3,9,447,2
3,30,516,2
3,9,1336,2
3,24,1278,0
3,20,1093,0
3,32,712,0
3,23,639,3
3,14,2491,0
3,29,284,3
3,8,1024,0
5,9,2135,2
3,9,937,3
3,27,1039,0
3,12,380,2
3,33,736,0
3,14,4354,0
3,13,1288,1
5,18,13386,1
3,34,959,1
3,18,898,1
3,60,495,2
3,9,1550,2
3,24,676,1
3,14,512,0
3,22,1189,0
3,19,961,0
3,29,382,3
3,37,451,0
3,22,1182,3
3,20,1526,0
5,28,842,3
3,26,2194,0
3,28,1926,1
3,38,2484,0
5,19,904,1
3,32,1028,2
3,9,2067,2
3,14,1432,0
3,20,1404,0
3,24,1058,0
3,14,192,0
3,22,6723,0
3,29,1042,3
3,27,863,0
3,29,3829,0
3,29,206,3
3,20,1500,0
3,20,1734,1
3,24,537,1
3,38,3347,0
3,39,1761,1
3,14,710,0
3,14,1494,0
3,11,1040,0
5,24,2015,0
3,23,815,3
3,20,463,0
3,24,461,0
3,20,808,0
3,27,926,1
5,19,3439,1
3,33,1175,1
3,38,2305,3
3,20,1101,0
3,28,5187,1
3,13,1571,0
3,24,733,0
3,22,672,3
3,25,941,1
3,9,864,2
5,21,568,1
5,27,2325,0
